event_id,event_name,neighbourhood,start_date,end_date
495,Concert,Entrepôt,2023-08-15,2023-08-18
496,Concert,Palais-Bourbon,2023-10-08,2023-10-10
497,Salon,Panthéon,2023-02-21,2023-02-25
498,Salon,Buttes-Chaumont,2023-06-18,2023-06-20
499,Conférence,Temple,2023-06-28,2023-06-30
500,Conférence,Gobelins,2023-05-15,2023-05-16
501,Compétition Sportive,Buttes-Montmartre,2023-02-11,2023-02-14
502,Concert,Gobelins,2023-12-30,2024-01-01
503,Conférence,Reuilly,2023-04-21,2023-04-25
504,Compétition Sportive,Temple,2023-08-01,2023-08-04
505,Concert,Passy,2023-02-26,2023-03-02
506,Compétition Sportive,Opéra,2023-01-11,2023-01-15
507,Conférence,Luxembourg,2023-11-22,2023-11-25
508,Compétition Sportive,Ménilmontant,2023-11-19,2023-11-23
509,Salon,Palais-Bourbon,2023-01-30,2023-01-31
510,Compétition Sportive,Temple,2023-12-27,2023-12-28
511,Festival,Passy,2023-07-28,2023-07-31
512,Festival,Louvre,2023-01-23,2023-01-27
513,Compétition Sportive,Observatoire,2023-11-03,2023-11-05
514,Festival,Passy,2023-08-14,2023-08-17
515,Compétition Sportive,Hôtel-de-Ville,2023-12-07,2023-12-09
516,Compétition Sportive,Palais-Bourbon,2023-01-05,2023-01-08
517,Compétition Sportive,Popincourt,2023-11-02,2023-11-04
518,Festival,Reuilly,2023-09-13,2023-09-15
519,Concert,Luxembourg,2023-06-21,2023-06-24
520,Compétition Sportive,Louvre,2023-01-15,2023-01-18
521,Compétition Sportive,Panthéon,2023-04-20,2023-04-23
522,Salon,Batignolles-Monceau,2023-01-02,2023-01-05
523,Salon,Hôtel-de-Ville,2023-07-01,2023-07-05
524,Conférence,Ménilmontant,2023-09-23,2023-09-26
525,Festival,Batignolles-Monceau,2023-07-31,2023-08-02
526,Concert,Popincourt,2023-10-18,2023-10-20
527,Compétition Sportive,Gobelins,2023-02-10,2023-02-14
528,Compétition Sportive,Popincourt,2023-10-30,2023-11-02
529,Festival,Opéra,2023-05-06,2023-05-10
530,Conférence,Popincourt,2023-09-03,2023-09-07
531,Conférence,Opéra,2023-12-07,2023-12-11
532,Salon,Luxembourg,2023-09-10,2023-09-14
533,Festival,Bourse,2023-05-02,2023-05-06
534,Conférence,Observatoire,2023-12-21,2023-12-25
535,Conférence,Opéra,2023-01-26,2023-01-30
536,Concert,Louvre,2023-01-20,2023-01-22
537,Salon,Luxembourg,2023-10-19,2023-10-21
538,Salon,Hôtel-de-Ville,2023-11-16,2023-11-18
539,Salon,Temple,2023-02-12,2023-02-14
540,Conférence,Panthéon,2023-06-17,2023-06-19
541,Compétition Sportive,Vaugirard,2023-01-18,2023-01-22
542,Conférence,Ménilmontant,2023-07-24,2023-07-28
543,Conférence,Hôtel-de-Ville,2023-03-20,2023-03-22
544,Festival,Entrepôt,2023-01-16,2023-01-19
545,Salon,Palais-Bourbon,2023-09-16,2023-09-18
546,Salon,Louvre,2023-11-21,2023-11-25
547,Concert,Temple,2023-04-13,2023-04-16
548,Salon,Bourse,2023-04-07,2023-04-08
549,Conférence,Vaugirard,2023-04-12,2023-04-14
550,Festival,Entrepôt,2023-01-04,2023-01-07
551,Concert,Élysée,2023-06-20,2023-06-22
552,Conférence,Observatoire,2023-04-12,2023-04-13
553,Conférence,Opéra,2023-11-04,2023-11-07
554,Concert,Hôtel-de-Ville,2023-09-05,2023-09-06
555,Conférence,Batignolles-Monceau,2023-11-04,2023-11-05
556,Conférence,Élysée,2023-04-27,2023-04-28
557,Festival,Palais-Bourbon,2023-11-18,2023-11-20
558,Festival,Reuilly,2023-03-24,2023-03-27
559,Festival,Entrepôt,2023-03-04,2023-03-08
560,Salon,Hôtel-de-Ville,2023-06-28,2023-07-02
561,Concert,Temple,2023-07-11,2023-07-13
562,Festival,Opéra,2023-07-29,2023-07-31
563,Conférence,Luxembourg,2023-05-04,2023-05-05
564,Salon,Panthéon,2023-01-11,2023-01-13
565,Concert,Batignolles-Monceau,2023-06-12,2023-06-15
566,Festival,Ménilmontant,2023-03-07,2023-03-11
567,Festival,Luxembourg,2023-02-02,2023-02-05
568,Concert,Panthéon,2023-03-18,2023-03-19
569,Festival,Ménilmontant,2023-06-04,2023-06-06
570,Concert,Entrepôt,2023-12-28,2023-12-30
571,Concert,Temple,2023-08-09,2023-08-10
572,Conférence,Hôtel-de-Ville,2023-06-22,2023-06-26
573,Concert,Louvre,2023-12-26,2023-12-28
574,Compétition Sportive,Buttes-Montmartre,2023-03-27,2023-03-28
575,Festival,Vaugirard,2023-12-25,2023-12-29
576,Conférence,Observatoire,2023-03-25,2023-03-29
577,Salon,Louvre,2023-10-27,2023-10-29
578,Compétition Sportive,Hôtel-de-Ville,2023-10-23,2023-10-26
579,Concert,Observatoire,2023-02-14,2023-02-18
580,Salon,Observatoire,2023-05-10,2023-05-14
581,Salon,Observatoire,2023-06-18,2023-06-22
582,Salon,Buttes-Montmartre,2023-01-17,2023-01-18
583,Salon,Élysée,2023-02-19,2023-02-23
584,Conférence,Panthéon,2023-06-18,2023-06-19
585,Conférence,Hôtel-de-Ville,2023-12-12,2023-12-16
586,Salon,Batignolles-Monceau,2023-09-26,2023-09-28
587,Compétition Sportive,Louvre,2023-06-11,2023-06-14
588,Festival,Temple,2023-11-07,2023-11-10
589,Festival,Passy,2023-12-16,2023-12-20
590,Conférence,Hôtel-de-Ville,2023-01-02,2023-01-03
591,Compétition Sportive,Entrepôt,2023-07-23,2023-07-24
592,Compétition Sportive,Buttes-Montmartre,2023-07-03,2023-07-06
593,Concert,Palais-Bourbon,2023-12-08,2023-12-10
594,Conférence,Popincourt,2023-12-24,2023-12-25
595,Compétition Sportive,Luxembourg,2023-09-26,2023-09-28
596,Compétition Sportive,Temple,2023-12-11,2023-12-15
597,Festival,Vaugirard,2023-04-13,2023-04-15
598,Compétition Sportive,Opéra,2023-02-06,2023-02-08
599,Compétition Sportive,Luxembourg,2023-01-21,2023-01-24
600,Salon,Palais-Bourbon,2023-10-01,2023-10-03
601,Festival,Luxembourg,2023-11-29,2023-12-03
602,Festival,Gobelins,2023-07-02,2023-07-04
603,Salon,Palais-Bourbon,2023-03-30,2023-03-31
604,Festival,Ménilmontant,2023-07-27,2023-07-28
605,Concert,Batignolles-Monceau,2023-04-19,2023-04-22
606,Concert,Vaugirard,2023-09-07,2023-09-11
607,Conférence,Popincourt,2023-03-04,2023-03-05
608,Festival,Ménilmontant,2023-08-09,2023-08-10
609,Festival,Panthéon,2023-07-07,2023-07-09
610,Concert,Louvre,2023-06-23,2023-06-26
611,Conférence,Temple,2023-01-16,2023-01-19
612,Conférence,Louvre,2023-08-02,2023-08-03
613,Concert,Louvre,2023-06-21,2023-06-24
614,Concert,Vaugirard,2023-05-20,2023-05-23
615,Salon,Buttes-Montmartre,2023-08-23,2023-08-24
616,Conférence,Hôtel-de-Ville,2023-11-16,2023-11-19
617,Conférence,Temple,2023-06-05,2023-06-09
618,Salon,Vaugirard,2023-10-11,2023-10-14
619,Concert,Bourse,2023-03-28,2023-03-31
620,Salon,Panthéon,2023-04-13,2023-04-14
621,Salon,Ménilmontant,2023-04-04,2023-04-08
622,Compétition Sportive,Luxembourg,2023-12-22,2023-12-26
623,Conférence,Bourse,2023-09-07,2023-09-10
624,Concert,Hôtel-de-Ville,2023-06-08,2023-06-10
625,Compétition Sportive,Vaugirard,2023-03-04,2023-03-06
626,Compétition Sportive,Palais-Bourbon,2023-03-17,2023-03-18
627,Compétition Sportive,Opéra,2023-12-29,2024-01-02
628,Concert,Buttes-Montmartre,2023-12-11,2023-12-12
629,Salon,Louvre,2023-12-30,2024-01-01
630,Concert,Observatoire,2023-10-03,2023-10-06
631,Conférence,Entrepôt,2023-01-24,2023-01-25
632,Conférence,Buttes-Chaumont,2023-12-04,2023-12-05
633,Salon,Louvre,2023-10-21,2023-10-24
634,Concert,Entrepôt,2023-11-25,2023-11-26
635,Salon,Passy,2023-11-21,2023-11-24
636,Salon,Reuilly,2023-02-14,2023-02-15
637,Concert,Buttes-Chaumont,2023-11-29,2023-12-03
638,Conférence,Reuilly,2023-11-25,2023-11-27
639,Concert,Louvre,2023-07-13,2023-07-15
640,Conférence,Buttes-Montmartre,2023-09-21,2023-09-22
641,Festival,Opéra,2023-02-03,2023-02-07
642,Festival,Bourse,2023-05-18,2023-05-22
643,Festival,Élysée,2023-12-31,2024-01-03
644,Compétition Sportive,Opéra,2023-06-12,2023-06-14
645,Conférence,Hôtel-de-Ville,2023-12-27,2023-12-29
646,Conférence,Observatoire,2023-02-24,2023-02-25
647,Concert,Gobelins,2023-01-26,2023-01-28
648,Conférence,Opéra,2023-03-09,2023-03-13
649,Concert,Palais-Bourbon,2023-12-17,2023-12-20
650,Compétition Sportive,Ménilmontant,2023-05-13,2023-05-17
651,Concert,Bourse,2023-03-28,2023-03-31
652,Festival,Temple,2023-03-20,2023-03-22
653,Concert,Temple,2023-10-02,2023-10-03
654,Concert,Batignolles-Monceau,2023-10-26,2023-10-29
655,Concert,Louvre,2023-02-08,2023-02-11
656,Conférence,Bourse,2023-08-19,2023-08-22
657,Salon,Batignolles-Monceau,2023-11-01,2023-11-03
658,Salon,Élysée,2023-11-10,2023-11-14
659,Salon,Palais-Bourbon,2023-11-11,2023-11-14
660,Conférence,Batignolles-Monceau,2023-07-26,2023-07-29
661,Festival,Hôtel-de-Ville,2023-02-09,2023-02-13
662,Salon,Reuilly,2023-04-16,2023-04-20
663,Salon,Vaugirard,2023-09-28,2023-09-30
664,Compétition Sportive,Ménilmontant,2023-10-15,2023-10-17
665,Compétition Sportive,Buttes-Montmartre,2023-02-27,2023-03-01
666,Festival,Élysée,2023-12-17,2023-12-21
667,Concert,Opéra,2023-02-25,2023-02-26
668,Concert,Vaugirard,2023-04-13,2023-04-17
669,Compétition Sportive,Buttes-Chaumont,2023-02-21,2023-02-25
670,Compétition Sportive,Entrepôt,2023-08-17,2023-08-18
671,Festival,Luxembourg,2023-07-27,2023-07-29
672,Festival,Vaugirard,2023-10-11,2023-10-12
673,Conférence,Luxembourg,2023-04-06,2023-04-09
674,Concert,Reuilly,2023-09-05,2023-09-09
675,Conférence,Buttes-Montmartre,2023-06-14,2023-06-18
676,Salon,Élysée,2023-07-09,2023-07-10
677,Festival,Ménilmontant,2023-01-05,2023-01-06
678,Concert,Buttes-Chaumont,2023-06-21,2023-06-24
679,Concert,Luxembourg,2023-11-02,2023-11-04
680,Conférence,Louvre,2023-05-09,2023-05-12
681,Compétition Sportive,Entrepôt,2023-09-01,2023-09-04
682,Compétition Sportive,Élysée,2023-08-24,2023-08-28
683,Festival,Buttes-Montmartre,2023-09-14,2023-09-18
684,Compétition Sportive,Hôtel-de-Ville,2023-05-23,2023-05-27
685,Salon,Batignolles-Monceau,2023-07-21,2023-07-25
686,Concert,Opéra,2023-01-01,2023-01-04
687,Compétition Sportive,Popincourt,2023-11-04,2023-11-08
688,Festival,Temple,2023-08-22,2023-08-24
689,Salon,Passy,2023-12-23,2023-12-27
690,Conférence,Ménilmontant,2023-02-10,2023-02-11
691,Conférence,Hôtel-de-Ville,2023-11-15,2023-11-19
692,Salon,Buttes-Montmartre,2023-10-04,2023-10-08
693,Festival,Louvre,2023-08-27,2023-08-30
694,Conférence,Temple,2023-08-07,2023-08-10
695,Concert,Gobelins,2023-02-21,2023-02-22
696,Concert,Élysée,2023-07-18,2023-07-19
697,Festival,Reuilly,2023-10-19,2023-10-22
698,Festival,Louvre,2023-10-07,2023-10-10
699,Concert,Temple,2023-04-09,2023-04-13
700,Festival,Bourse,2023-03-09,2023-03-12
701,Salon,Temple,2023-09-06,2023-09-07
702,Festival,Entrepôt,2023-09-15,2023-09-18
703,Concert,Observatoire,2023-12-21,2023-12-23
704,Compétition Sportive,Batignolles-Monceau,2023-12-04,2023-12-05
705,Festival,Hôtel-de-Ville,2023-04-01,2023-04-03
706,Conférence,Buttes-Montmartre,2023-11-09,2023-11-10
707,Salon,Opéra,2023-11-15,2023-11-18
708,Salon,Palais-Bourbon,2023-04-14,2023-04-15
709,Salon,Panthéon,2023-11-23,2023-11-24
710,Conférence,Entrepôt,2023-09-11,2023-09-14
711,Conférence,Gobelins,2023-10-24,2023-10-25
712,Salon,Opéra,2023-12-17,2023-12-20
713,Salon,Palais-Bourbon,2023-09-05,2023-09-09
714,Salon,Louvre,2023-04-15,2023-04-18
715,Festival,Passy,2023-08-14,2023-08-15
716,Conférence,Opéra,2023-09-20,2023-09-22
717,Concert,Bourse,2023-02-26,2023-03-01
718,Festival,Opéra,2023-06-22,2023-06-25
719,Concert,Temple,2023-05-06,2023-05-09
720,Festival,Opéra,2023-04-03,2023-04-06
721,Festival,Batignolles-Monceau,2023-05-01,2023-05-03
722,Concert,Entrepôt,2023-08-13,2023-08-16
723,Salon,Batignolles-Monceau,2023-01-03,2023-01-05
724,Concert,Panthéon,2023-04-14,2023-04-16
725,Compétition Sportive,Gobelins,2023-06-09,2023-06-12
726,Conférence,Observatoire,2023-07-30,2023-07-31
727,Compétition Sportive,Ménilmontant,2023-11-20,2023-11-24
728,Festival,Élysée,2023-10-01,2023-10-03
729,Concert,Temple,2023-12-05,2023-12-06
730,Salon,Passy,2023-06-30,2023-07-04
731,Salon,Panthéon,2023-03-17,2023-03-20
732,Compétition Sportive,Gobelins,2023-06-09,2023-06-10
733,Compétition Sportive,Buttes-Chaumont,2023-01-06,2023-01-10
734,Festival,Buttes-Chaumont,2023-06-15,2023-06-16
735,Conférence,Buttes-Chaumont,2023-11-07,2023-11-10
736,Festival,Batignolles-Monceau,2023-10-09,2023-10-13
737,Salon,Opéra,2023-07-19,2023-07-20
738,Concert,Temple,2023-03-15,2023-03-19
739,Compétition Sportive,Opéra,2023-08-02,2023-08-05
740,Salon,Popincourt,2023-08-14,2023-08-15
741,Festival,Élysée,2023-04-19,2023-04-21
742,Conférence,Luxembourg,2023-04-25,2023-04-29
743,Concert,Élysée,2023-09-13,2023-09-17
744,Conférence,Bourse,2023-03-27,2023-03-31
745,Festival,Passy,2023-01-06,2023-01-10
746,Festival,Observatoire,2023-10-19,2023-10-23
747,Salon,Passy,2023-05-07,2023-05-11
748,Concert,Luxembourg,2023-09-24,2023-09-27
749,Festival,Popincourt,2023-12-04,2023-12-05
750,Salon,Ménilmontant,2023-02-03,2023-02-05
751,Festival,Temple,2023-09-16,2023-09-20
752,Salon,Élysée,2023-08-29,2023-08-31
753,Conférence,Luxembourg,2023-04-15,2023-04-16
754,Salon,Vaugirard,2023-04-25,2023-04-26
755,Conférence,Entrepôt,2023-12-24,2023-12-25
756,Compétition Sportive,Ménilmontant,2023-09-05,2023-09-07
757,Festival,Popincourt,2023-10-19,2023-10-22
758,Compétition Sportive,Palais-Bourbon,2023-07-28,2023-08-01
759,Concert,Buttes-Chaumont,2023-04-04,2023-04-05
760,Compétition Sportive,Luxembourg,2023-01-30,2023-02-01
761,Salon,Panthéon,2023-03-03,2023-03-07
762,Salon,Passy,2023-08-31,2023-09-04
763,Concert,Panthéon,2023-06-30,2023-07-01
764,Concert,Buttes-Chaumont,2023-04-17,2023-04-19
765,Festival,Élysée,2023-02-19,2023-02-20
766,Salon,Buttes-Chaumont,2023-08-11,2023-08-12
767,Concert,Louvre,2023-06-09,2023-06-10
768,Compétition Sportive,Opéra,2023-04-30,2023-05-01
769,Salon,Batignolles-Monceau,2023-12-05,2023-12-09
770,Concert,Hôtel-de-Ville,2023-09-22,2023-09-26
771,Festival,Popincourt,2023-09-29,2023-10-03
772,Conférence,Hôtel-de-Ville,2023-12-16,2023-12-17
773,Salon,Bourse,2023-10-19,2023-10-23
774,Salon,Louvre,2023-09-24,2023-09-27
775,Salon,Élysée,2023-03-20,2023-03-22
776,Salon,Buttes-Montmartre,2023-08-21,2023-08-22
777,Conférence,Passy,2023-07-10,2023-07-11
778,Conférence,Entrepôt,2023-03-26,2023-03-30
779,Festival,Ménilmontant,2023-05-04,2023-05-05
780,Salon,Palais-Bourbon,2023-03-15,2023-03-17
781,Concert,Louvre,2023-08-05,2023-08-09
782,Compétition Sportive,Batignolles-Monceau,2023-12-18,2023-12-20
783,Salon,Opéra,2023-10-16,2023-10-19
784,Conférence,Ménilmontant,2023-02-18,2023-02-20
785,Festival,Batignolles-Monceau,2023-06-28,2023-07-02
786,Salon,Luxembourg,2023-06-27,2023-06-28
787,Festival,Passy,2023-01-24,2023-01-26
788,Concert,Temple,2023-10-04,2023-10-05
789,Concert,Ménilmontant,2023-03-22,2023-03-25
790,Concert,Buttes-Montmartre,2023-05-27,2023-05-30
791,Concert,Buttes-Montmartre,2023-07-14,2023-07-17
792,Compétition Sportive,Élysée,2023-03-07,2023-03-10
793,Festival,Hôtel-de-Ville,2023-03-05,2023-03-06
794,Salon,Gobelins,2023-12-31,2024-01-02
795,Compétition Sportive,Entrepôt,2023-02-01,2023-02-05
796,Salon,Entrepôt,2023-04-16,2023-04-17
797,Conférence,Bourse,2023-06-02,2023-06-05
798,Compétition Sportive,Temple,2023-12-28,2023-12-29
799,Compétition Sportive,Ménilmontant,2023-11-03,2023-11-06
800,Conférence,Batignolles-Monceau,2023-01-07,2023-01-09
801,Compétition Sportive,Louvre,2023-04-23,2023-04-25
802,Festival,Observatoire,2023-07-08,2023-07-12
803,Concert,Temple,2023-10-08,2023-10-11
804,Salon,Vaugirard,2023-12-09,2023-12-11
805,Conférence,Opéra,2023-09-11,2023-09-13
806,Concert,Vaugirard,2023-04-02,2023-04-04
807,Compétition Sportive,Popincourt,2023-07-23,2023-07-25
808,Festival,Palais-Bourbon,2023-01-08,2023-01-12
809,Compétition Sportive,Panthéon,2023-08-30,2023-08-31
810,Conférence,Vaugirard,2023-08-15,2023-08-19
811,Compétition Sportive,Entrepôt,2023-10-08,2023-10-10
812,Festival,Gobelins,2023-08-10,2023-08-11
813,Compétition Sportive,Observatoire,2023-08-16,2023-08-19
814,Compétition Sportive,Hôtel-de-Ville,2023-02-22,2023-02-26
815,Compétition Sportive,Hôtel-de-Ville,2023-10-08,2023-10-09
816,Compétition Sportive,Gobelins,2023-01-26,2023-01-30
817,Festival,Entrepôt,2023-01-08,2023-01-12
818,Salon,Louvre,2023-07-16,2023-07-18
819,Concert,Louvre,2023-05-27,2023-05-28
820,Conférence,Batignolles-Monceau,2023-07-23,2023-07-26
821,Salon,Popincourt,2023-08-12,2023-08-13
822,Festival,Luxembourg,2023-07-17,2023-07-18
823,Conférence,Entrepôt,2023-09-04,2023-09-06
824,Conférence,Opéra,2023-09-21,2023-09-22
825,Compétition Sportive,Élysée,2023-07-06,2023-07-09
826,Concert,Hôtel-de-Ville,2023-05-13,2023-05-17
827,Concert,Reuilly,2023-11-29,2023-12-01
828,Festival,Observatoire,2023-06-08,2023-06-10
829,Salon,Bourse,2023-04-28,2023-04-29
830,Compétition Sportive,Buttes-Chaumont,2023-02-15,2023-02-16
831,Concert,Popincourt,2023-05-12,2023-05-16
832,Compétition Sportive,Popincourt,2023-12-15,2023-12-16
833,Salon,Hôtel-de-Ville,2023-02-01,2023-02-03
834,Conférence,Buttes-Chaumont,2023-04-07,2023-04-08
835,Salon,Observatoire,2023-03-19,2023-03-21
836,Conférence,Louvre,2023-12-05,2023-12-08
837,Salon,Buttes-Chaumont,2023-11-04,2023-11-06
838,Compétition Sportive,Entrepôt,2023-09-24,2023-09-26
839,Salon,Passy,2023-09-22,2023-09-24
840,Concert,Louvre,2023-07-04,2023-07-08
841,Concert,Ménilmontant,2023-07-03,2023-07-06
842,Festival,Palais-Bourbon,2023-02-20,2023-02-22
843,Concert,Luxembourg,2023-08-08,2023-08-09
844,Concert,Bourse,2023-01-02,2023-01-03
845,Conférence,Panthéon,2023-03-18,2023-03-20
846,Compétition Sportive,Temple,2023-12-29,2023-12-30
847,Compétition Sportive,Temple,2023-11-21,2023-11-22
848,Conférence,Popincourt,2023-02-08,2023-02-12
849,Concert,Entrepôt,2023-02-03,2023-02-06
850,Salon,Gobelins,2023-08-18,2023-08-19
851,Conférence,Buttes-Montmartre,2023-06-20,2023-06-23
852,Compétition Sportive,Popincourt,2023-09-08,2023-09-09
853,Festival,Passy,2023-03-07,2023-03-09
854,Compétition Sportive,Reuilly,2023-12-19,2023-12-21
855,Salon,Opéra,2023-01-27,2023-01-30
856,Compétition Sportive,Hôtel-de-Ville,2023-03-08,2023-03-11
857,Conférence,Passy,2023-07-09,2023-07-12
858,Festival,Reuilly,2023-11-16,2023-11-19
859,Compétition Sportive,Hôtel-de-Ville,2023-08-31,2023-09-02
860,Conférence,Buttes-Chaumont,2023-04-28,2023-04-29
861,Conférence,Louvre,2023-06-18,2023-06-20
862,Conférence,Vaugirard,2023-03-28,2023-03-31
863,Festival,Luxembourg,2023-04-07,2023-04-11
864,Conférence,Passy,2023-09-27,2023-09-28
865,Festival,Observatoire,2023-03-02,2023-03-04
866,Salon,Buttes-Chaumont,2023-02-19,2023-02-23
867,Salon,Gobelins,2023-01-13,2023-01-14
868,Salon,Palais-Bourbon,2023-07-15,2023-07-17
869,Conférence,Gobelins,2023-10-02,2023-10-03
870,Festival,Entrepôt,2023-08-04,2023-08-08
871,Salon,Buttes-Chaumont,2023-10-19,2023-10-22
872,Concert,Buttes-Montmartre,2023-11-22,2023-11-23
873,Salon,Batignolles-Monceau,2023-09-25,2023-09-28
874,Conférence,Gobelins,2023-11-25,2023-11-27
875,Concert,Passy,2023-01-13,2023-01-15
876,Compétition Sportive,Buttes-Chaumont,2023-01-24,2023-01-25
877,Concert,Panthéon,2023-06-23,2023-06-24
878,Compétition Sportive,Hôtel-de-Ville,2023-09-28,2023-10-02
879,Concert,Palais-Bourbon,2023-04-04,2023-04-07
880,Festival,Luxembourg,2023-04-06,2023-04-07
881,Concert,Élysée,2023-02-04,2023-02-05
882,Salon,Observatoire,2023-08-30,2023-08-31
883,Compétition Sportive,Passy,2023-07-26,2023-07-27
884,Compétition Sportive,Popincourt,2023-05-30,2023-05-31
885,Salon,Passy,2023-10-08,2023-10-09
886,Festival,Observatoire,2023-10-07,2023-10-11
887,Concert,Vaugirard,2023-06-13,2023-06-14
888,Festival,Élysée,2023-09-25,2023-09-29
889,Salon,Luxembourg,2023-11-21,2023-11-24
890,Concert,Popincourt,2023-02-06,2023-02-09
891,Salon,Panthéon,2023-01-18,2023-01-22
892,Compétition Sportive,Élysée,2023-04-21,2023-04-22
893,Compétition Sportive,Ménilmontant,2023-08-13,2023-08-15
894,Compétition Sportive,Luxembourg,2023-10-24,2023-10-26
895,Conférence,Bourse,2023-09-25,2023-09-26
896,Conférence,Élysée,2023-12-19,2023-12-20
897,Compétition Sportive,Passy,2023-07-16,2023-07-17
898,Conférence,Élysée,2023-11-25,2023-11-28
899,Conférence,Ménilmontant,2023-04-07,2023-04-08
900,Salon,Temple,2023-06-07,2023-06-10
901,Concert,Vaugirard,2023-01-17,2023-01-21
902,Compétition Sportive,Bourse,2023-02-04,2023-02-06
903,Conférence,Palais-Bourbon,2023-12-02,2023-12-05
904,Salon,Palais-Bourbon,2023-11-12,2023-11-15
905,Salon,Ménilmontant,2023-07-17,2023-07-19
906,Concert,Vaugirard,2023-04-27,2023-04-30
907,Salon,Vaugirard,2023-08-27,2023-08-30
908,Festival,Vaugirard,2023-01-11,2023-01-12
909,Festival,Buttes-Chaumont,2023-11-25,2023-11-27
910,Compétition Sportive,Vaugirard,2023-01-27,2023-01-30
911,Concert,Temple,2023-09-27,2023-10-01
912,Festival,Palais-Bourbon,2023-04-09,2023-04-10
913,Concert,Buttes-Chaumont,2023-05-06,2023-05-08
914,Compétition Sportive,Gobelins,2023-07-31,2023-08-04
915,Salon,Louvre,2023-05-02,2023-05-04
916,Salon,Ménilmontant,2023-12-18,2023-12-20
917,Salon,Temple,2023-03-16,2023-03-18
918,Festival,Gobelins,2023-01-05,2023-01-08
919,Concert,Panthéon,2023-06-07,2023-06-09
920,Festival,Panthéon,2023-08-24,2023-08-26
921,Conférence,Élysée,2023-07-22,2023-07-24
922,Concert,Entrepôt,2023-07-27,2023-07-30
923,Compétition Sportive,Élysée,2023-10-08,2023-10-09
924,Festival,Louvre,2023-12-28,2023-12-31
925,Salon,Reuilly,2023-10-08,2023-10-11
926,Salon,Bourse,2023-11-27,2023-11-30
927,Salon,Popincourt,2023-03-03,2023-03-05
928,Festival,Ménilmontant,2023-11-17,2023-11-18
929,Festival,Ménilmontant,2023-08-13,2023-08-17
930,Salon,Reuilly,2023-09-14,2023-09-16
